   Elapsed_time	    ECG
          3.867	  0.331
          3.868	  0.323
          3.869	  0.300
          3.871	  0.308
          3.872	  0.323
          3.874	  0.323
          3.875	  0.323
          3.876	  0.315
          3.878	  0.300
          3.879	  0.292
          3.881	  0.300
          3.882	  0.300
          3.883	  0.292
          3.885	  0.292
          3.886	  0.292
          3.888	  0.285
          3.889	  0.269
          3.890	  0.292
          3.892	  0.285
          3.893	  0.277
          3.894	  0.269
          3.896	  0.269
          3.897	  0.269
          3.899	  0.269
          3.900	  0.269
          3.901	  0.262
          3.903	  0.262
          3.904	  0.254
          3.906	  0.246
          3.907	  0.238
          3.908	  0.254
          3.910	  0.246
          3.911	  0.254
          3.913	  0.262
          3.914	  0.262
          3.915	  0.262
          3.917	  0.262
          3.918	  0.262
          3.919	  0.246
          3.921	  0.246
          3.922	  0.246
          3.924	  0.246
          3.925	  0.246
          3.926	  0.246
          3.928	  0.254
          3.929	  0.254
          3.931	  0.246
          3.932	  0.231
          3.933	  0.238
          3.935	  0.238
          3.936	  0.246
          3.938	  0.238
          3.939	  0.238
          3.940	  0.238
          3.942	  0.238
          3.943	  0.238
          3.944	  0.238
          3.946	  0.223
          3.947	  0.231
          3.949	  0.231
          3.950	  0.223
          3.951	  0.215
          3.953	  0.208
          3.954	  0.208
          3.956	  0.215
          3.957	  0.208
          3.958	  0.200
          3.960	  0.200
          3.961	  0.215
          3.962	  0.208
          3.964	  0.200
          3.965	  0.208
          3.967	  0.208
          3.968	  0.200
          3.969	  0.192
          3.971	  0.200
          3.972	  0.200
          3.974	  0.215
          3.975	  0.215
          3.976	  0.208
          3.978	  0.215
          3.979	  0.215
          3.981	  0.208
          3.982	  0.200
          3.983	  0.208
          3.985	  0.200
          3.986	  0.192
          3.987	  0.185
          3.989	  0.200
          3.990	  0.200
          3.992	  0.185
          3.993	  0.185
          3.994	  0.185
          3.996	  0.185
          3.997	  0.192
          3.999	  0.192
          4.000	  0.185
          4.001	  0.185
          4.003	  0.177
          4.004	  0.192
          4.006	  0.192
          4.007	  0.192
          4.008	  0.200
          4.010	  0.200
          4.011	  0.192
          4.013	  0.192
          4.014	  0.215
          4.015	  0.223
          4.017	  0.215
          4.018	  0.223
          4.019	  0.208
          4.021	  0.215
          4.022	  0.215
          4.024	  0.215
          4.025	  0.208
          4.026	  0.200
          4.028	  0.192
          4.029	  0.192
          4.031	  0.200
          4.032	  0.215
          4.033	  0.231
          4.035	  0.215
          4.036	  0.215
          4.037	  0.200
          4.039	  0.223
          4.040	  0.223
          4.042	  0.215
          4.043	  0.215
          4.044	  0.223
          4.046	  0.223
          4.047	  0.223
          4.049	  0.223
          4.050	  0.215
          4.051	  0.215
          4.053	  0.223
          4.054	  0.231
          4.056	  0.223
          4.057	  0.223
          4.058	  0.215
          4.060	  0.223
          4.061	  0.215
          4.062	  0.215
          4.064	  0.215
          4.065	  0.223
          4.067	  0.231
          4.068	  0.223
          4.069	  0.208
          4.071	  0.231
          4.072	  0.231
          4.074	  0.231
          4.075	  0.231
          4.076	  0.231
          4.078	  0.223
          4.079	  0.200
          4.081	  0.215
          4.082	  0.231
          4.083	  0.215
          4.085	  0.215
          4.086	  0.200
          4.088	  0.192
          4.089	  0.200
          4.090	  0.192
          4.092	  0.192
          4.093	  0.192
          4.094	  0.192
          4.096	  0.200
          4.097	  0.200
          4.099	  0.200
          4.100	  0.192
          4.101	  0.200
          4.103	  0.208
          4.104	  0.200
          4.106	  0.208
          4.107	  0.208
          4.108	  0.208
          4.110	  0.208
          4.111	  0.215
          4.112	  0.223
          4.114	  0.223
          4.115	  0.223
          4.117	  0.231
          4.118	  0.223
          4.119	  0.215
          4.121	  0.215
          4.122	  0.215
          4.124	  0.208
          4.125	  0.208
          4.126	  0.192
          4.128	  0.192
          4.129	  0.200
          4.131	  0.200
          4.132	  0.192
          4.133	  0.200
          4.135	  0.200
          4.136	  0.200
          4.138	  0.200
          4.139	  0.192
          4.140	  0.192
          4.142	  0.200
          4.143	  0.200
          4.144	  0.185
          4.146	  0.185
          4.147	  0.192
          4.149	  0.185
          4.150	  0.185
          4.151	  0.185
          4.153	  0.185
          4.154	  0.185
          4.156	  0.177
          4.157	  0.192
          4.158	  0.185
          4.160	  0.177
          4.161	  0.185
          4.162	  0.185
          4.164	  0.192
          4.165	  0.185
          4.167	  0.185
          4.168	  0.192
          4.169	  0.192
          4.171	  0.177
          4.172	  0.177
          4.174	  0.192
          4.175	  0.200
          4.176	  0.192
          4.178	  0.185
          4.179	  0.185
          4.181	  0.192
          4.182	  0.185
          4.183	  0.185
          4.185	  0.185
          4.186	  0.192
          4.188	  0.192
          4.189	  0.192
          4.190	  0.192
          4.192	  0.192
          4.193	  0.192
          4.194	  0.192
          4.196	  0.192
          4.197	  0.185
          4.199	  0.185
          4.200	  0.185
          4.201	  0.169
          4.203	  0.162
          4.204	  0.169
          4.206	  0.162
          4.207	  0.162
          4.208	  0.162
          4.210	  0.146
          4.211	  0.162
          4.213	  0.169
          4.214	  0.177
          4.215	  0.185
          4.217	  0.185
          4.218	  0.185
          4.219	  0.185
          4.221	  0.177
          4.222	  0.177
          4.224	  0.177
          4.225	  0.185
          4.226	  0.185
          4.228	  0.185
          4.229	  0.192
          4.231	  0.200
          4.232	  0.200
          4.233	  0.192
          4.235	  0.192
          4.236	  0.200
          4.237	  0.200
          4.239	  0.200
          4.240	  0.200
          4.242	  0.192
          4.243	  0.185
          4.244	  0.185
          4.246	  0.185
          4.247	  0.185
          4.249	  0.177
          4.250	  0.177
          4.251	  0.185
          4.253	  0.169
          4.254	  0.169
          4.256	  0.169
          4.257	  0.177
          4.258	  0.169
          4.260	  0.192
          4.261	  0.192
          4.263	  0.185
          4.264	  0.192
          4.265	  0.208
          4.267	  0.215
          4.268	  0.215
          4.269	  0.215
          4.271	  0.215
          4.272	  0.223
          4.274	  0.231
          4.275	  0.246
          4.276	  0.254
          4.278	  0.246
          4.279	  0.254
          4.281	  0.262
          4.282	  0.254
          4.283	  0.246
          4.285	  0.262
          4.286	  0.269
          4.287	  0.262
          4.289	  0.262
          4.290	  0.262
          4.292	  0.254
          4.293	  0.246
          4.294	  0.254
          4.296	  0.238
          4.297	  0.238
          4.299	  0.246
          4.300	  0.231
          4.301	  0.223
          4.303	  0.231
          4.304	  0.231
          4.306	  0.215
          4.307	  0.208
          4.308	  0.200
          4.310	  0.169
          4.311	  0.154
          4.312	  0.146
          4.314	  0.123
          4.315	  0.108
          4.317	  0.077
          4.318	  0.046
          4.319	  0.015
          4.321	 -0.008
          4.322	 -0.038
          4.324	 -0.062
          4.325	 -0.092
          4.326	 -0.131
          4.328	 -0.169
          4.329	 -0.200
          4.331	 -0.238
          4.332	 -0.277
          4.333	 -0.315
          4.335	 -0.346
          4.336	 -0.362
          4.338	 -0.362
          4.339	 -0.369
          4.340	 -0.369
          4.342	 -0.377
          4.343	 -0.392
          4.344	 -0.392
          4.346	 -0.385
          4.347	 -0.362
          4.349	 -0.338
          4.350	 -0.331
          4.351	 -0.315
          4.353	 -0.300
          4.354	 -0.292
          4.356	 -0.254
          4.357	 -0.231
          4.358	 -0.200
          4.360	 -0.177
          4.361	 -0.162
          4.362	 -0.131
          4.364	 -0.100
          4.365	 -0.092
          4.367	 -0.085
          4.368	 -0.085
          4.369	 -0.085
          4.371	 -0.085
          4.372	 -0.077
          4.374	 -0.085
          4.375	 -0.085
          4.376	 -0.062
          4.378	 -0.077
          4.379	 -0.077
          4.381	 -0.062
          4.382	 -0.069
          4.383	 -0.077
          4.385	 -0.046
          4.386	 -0.046
          4.388	 -0.054
          4.389	 -0.031
          4.390	 -0.023
          4.392	 -0.031
          4.393	 -0.023
          4.394	 -0.008
          4.396	  0.008
          4.397	  0.008
          4.399	  0.008
          4.400	  0.015
          4.401	  0.031
          4.403	  0.031
          4.404	  0.031
          4.406	  0.054
          4.407	  0.062
          4.408	  0.062
          4.410	  0.054
          4.411	  0.069
          4.412	  0.085
          4.414	  0.085
          4.415	  0.085
          4.417	  0.100
          4.418	  0.115
          4.419	  0.131
          4.421	  0.138
          4.422	  0.162
          4.424	  0.185
          4.425	  0.192
          4.426	  0.200
          4.428	  0.192
          4.429	  0.192
          4.431	  0.200
          4.432	  0.185
          4.433	  0.192
          4.435	  0.192
          4.436	  0.192
          4.438	  0.200
          4.439	  0.200
          4.440	  0.200
          4.442	  0.200
          4.443	  0.208
          4.444	  0.215
          4.446	  0.223
          4.447	  0.223
          4.449	  0.231
          4.450	  0.231
          4.451	  0.231
          4.453	  0.231
          4.454	  0.231
          4.456	  0.238
          4.457	  0.238
          4.458	  0.238
          4.460	  0.238
          4.461	  0.246
          4.463	  0.238
          4.464	  0.238
          4.465	  0.246
          4.467	  0.254
          4.468	  0.238
          4.469	  0.231
          4.471	  0.246
          4.472	  0.238
          4.474	  0.231
          4.475	  0.231
          4.476	  0.231
          4.478	  0.238
          4.479	  0.238
          4.481	  0.246
          4.482	  0.246
          4.483	  0.238
          4.485	  0.238
          4.486	  0.254
          4.487	  0.246
          4.489	  0.246
          4.490	  0.238
          4.492	  0.246
          4.493	  0.246
          4.494	  0.238
          4.496	  0.246
          4.497	  0.254
          4.499	  0.254
          4.500	  0.254
          4.501	  0.254
          4.503	  0.269
          4.504	  0.269
          4.506	  0.262
          4.507	  0.262
          4.508	  0.254
          4.510	  0.262
          4.511	  0.262
          4.513	  0.269
          4.514	  0.269
          4.515	  0.254
          4.517	  0.246
          4.518	  0.254
          4.519	  0.262
          4.521	  0.277
          4.522	  0.285
          4.524	  0.285
          4.525	  0.277
          4.526	  0.277
          4.528	  0.285
          4.529	  0.285
          4.531	  0.292
          4.532	  0.285
          4.533	  0.292
          4.535	  0.285
          4.536	  0.292
          4.537	  0.300
          4.539	  0.315
          4.540	  0.308
          4.542	  0.315
          4.543	  0.331
          4.544	  0.323
          4.546	  0.331
          4.547	  0.346
          4.549	  0.346
          4.550	  0.331
          4.551	  0.338
          4.553	  0.338
          4.554	  0.338
          4.556	  0.346
          4.557	  0.354
          4.558	  0.338
          4.560	  0.354
          4.561	  0.369
          4.562	  0.369
          4.564	  0.377
          4.565	  0.377
          4.567	  0.385
          4.568	  0.400
          4.569	  0.423
          4.571	  0.438
          4.572	  0.454
          4.574	  0.469
          4.575	  0.477
          4.576	  0.469
          4.578	  0.477
          4.579	  0.508
          4.581	  0.515
          4.582	  0.523
          4.583	  0.531
          4.585	  0.531
          4.586	  0.538
          4.588	  0.569
          4.589	  0.592
          4.590	  0.592
          4.592	  0.615
          4.593	  0.638
          4.594	  0.646
          4.596	  0.638
          4.597	  0.669
          4.599	  0.662
          4.600	  0.669
          4.601	  0.692
          4.603	  0.700
          4.604	  0.708
          4.606	  0.715
          4.607	  0.731
          4.608	  0.723
          4.610	  0.708
          4.611	  0.715
          4.612	  0.731
          4.614	  0.738
          4.615	  0.738
          4.617	  0.723
          4.618	  0.715
          4.619	  0.715
          4.621	  0.731
          4.622	  0.731
          4.624	  0.715
          4.625	  0.723
          4.626	  0.723
          4.628	  0.715
          4.629	  0.715
          4.631	  0.715
          4.632	  0.708
          4.633	  0.700
          4.635	  0.700
          4.636	  0.692
          4.638	  0.685
          4.639	  0.677
          4.640	  0.685
          4.642	  0.669
          4.643	  0.669
          4.644	  0.662
          4.646	  0.646
          4.647	  0.631
          4.649	  0.623
          4.650	  0.615
          4.651	  0.600
          4.653	  0.592
          4.654	  0.577
          4.656	  0.577
          4.657	  0.569
          4.658	  0.569
          4.660	  0.592
          4.661	  0.577
          4.662	  0.569
          4.664	  0.569
          4.665	  0.562
          4.667	  0.554
          4.668	  0.546
          4.669	  0.538
          4.671	  0.531
          4.672	  0.531
          4.674	  0.523
          4.675	  0.515
          4.676	  0.500
          4.678	  0.492
          4.679	  0.485
          4.681	  0.469
          4.682	  0.454
          4.683	  0.446
          4.685	  0.431
          4.686	  0.423
          4.688	  0.415
          4.689	  0.415
          4.690	  0.408
          4.692	  0.400
          4.693	  0.392
          4.694	  0.377
          4.696	  0.369
          4.697	  0.369
          4.699	  0.354
          4.700	  0.346
          4.701	  0.354
          4.703	  0.338
          4.704	  0.331
          4.706	  0.338
          4.707	  0.346
          4.708	  0.346
          4.710	  0.331
          4.711	  0.323
          4.713	  0.323
          4.714	  0.323
          4.715	  0.323
          4.717	  0.315
          4.718	  0.300
          4.719	  0.292
          4.721	  0.292
          4.722	  0.277
          4.724	  0.277
          4.725	  0.277
          4.726	  0.277
          4.728	  0.269
          4.729	  0.277
          4.731	  0.277
          4.732	  0.277
          4.733	  0.277
          4.735	  0.277
          4.736	  0.269
          4.737	  0.269
          4.739	  0.269
          4.740	  0.269
          4.742	  0.254
          4.743	  0.246
          4.744	  0.246
          4.746	  0.254
          4.747	  0.262
          4.749	  0.254
          4.750	  0.254
          4.751	  0.246
          4.753	  0.254
          4.754	  0.254
          4.756	  0.254
          4.757	  0.254
          4.758	  0.246
          4.760	  0.246
          4.761	  0.246
          4.763	  0.254
          4.764	  0.254
          4.765	  0.238
          4.767	  0.238
          4.768	  0.238
          4.769	  0.246
          4.771	  0.246
          4.772	  0.254
          4.774	  0.246
          4.775	  0.262
          4.776	  0.262
          4.778	  0.262
          4.779	  0.262
          4.781	  0.277
          4.782	  0.277
          4.783	  0.262
          4.785	  0.246
          4.786	  0.246
          4.787	  0.246
          4.789	  0.254
          4.790	  0.246
          4.792	  0.246
          4.793	  0.246
          4.794	  0.231
          4.796	  0.246
          4.797	  0.246
          4.799	  0.246
          4.800	  0.246
          4.801	  0.238
          4.803	  0.223
          4.804	  0.223
          4.806	  0.231
          4.807	  0.231
          4.808	  0.231
          4.810	  0.231
          4.811	  0.223
          4.812	  0.231
          4.814	  0.231
          4.815	  0.231
          4.817	  0.238
          4.818	  0.231
          4.819	  0.223
          4.821	  0.223
          4.822	  0.231
          4.824	  0.223
          4.825	  0.215
          4.826	  0.215
          4.828	  0.215
          4.829	  0.200
          4.831	  0.200
          4.832	  0.208
          4.833	  0.192
          4.835	  0.192
          4.836	  0.192
          4.838	  0.200
          4.839	  0.208
          4.840	  0.215
          4.842	  0.215
          4.843	  0.215
          4.844	  0.223
          4.846	  0.223
          4.847	  0.215
          4.849	  0.208
          4.850	  0.208
          4.851	  0.200
          4.853	  0.192
          4.854	  0.200
          4.856	  0.200
          4.857	  0.200
          4.858	  0.200
          4.860	  0.192
          4.861	  0.192
          4.862	  0.192
          4.864	  0.200
          4.865	  0.200
          4.867	  0.192
          4.868	  0.192
          4.869	  0.192
          4.871	  0.192
          4.872	  0.208
          4.874	  0.192
          4.875	  0.192
          4.876	  0.192
          4.878	  0.185
          4.879	  0.177
          4.881	  0.177
          4.882	  0.177
          4.883	  0.192
          4.885	  0.185
          4.886	  0.177
          4.888	  0.185
          4.889	  0.192
          4.890	  0.185
          4.892	  0.192
          4.893	  0.200
          4.894	  0.200
          4.896	  0.200
          4.897	  0.208
          4.899	  0.200
          4.900	  0.200
          4.901	  0.200
          4.903	  0.192
          4.904	  0.192
          4.906	  0.200
          4.907	  0.192
          4.908	  0.192
          4.910	  0.192
          4.911	  0.200
          4.912	  0.192
          4.914	  0.192
          4.915	  0.200
          4.917	  0.192
          4.918	  0.185
          4.919	  0.192
          4.921	  0.192
          4.922	  0.192
          4.924	  0.200
          4.925	  0.192
          4.926	  0.192
          4.928	  0.185
          4.929	  0.185
          4.931	  0.185
          4.932	  0.185
          4.933	  0.185
          4.935	  0.185
          4.936	  0.177
          4.938	  0.177
          4.939	  0.177
          4.940	  0.169
          4.942	  0.177
          4.943	  0.169
          4.944	  0.169
          4.946	  0.169
          4.947	  0.177
          4.949	  0.177
          4.950	  0.185
          4.951	  0.177
          4.953	  0.177
          4.954	  0.185
          4.956	  0.200
          4.957	  0.185
          4.958	  0.177
          4.960	  0.177
          4.961	  0.192
          4.963	  0.192
          4.964	  0.200
          4.965	  0.200
          4.967	  0.200
          4.968	  0.208
          4.969	  0.200
          4.971	  0.200
          4.972	  0.208
          4.974	  0.215
          4.975	  0.200
          4.976	  0.200
          4.978	  0.215
          4.979	  0.200
          4.981	  0.200
          4.982	  0.200
          4.983	  0.200
          4.985	  0.200
          4.986	  0.200
          4.987	  0.200
          4.989	  0.192
          4.990	  0.192
          4.992	  0.200
          4.993	  0.208
          4.994	  0.200
          4.996	  0.208
          4.997	  0.200
          4.999	  0.200
          5.000	  0.200
          5.001	  0.200
          5.003	  0.200
          5.004	  0.200
          5.006	  0.200
          5.007	  0.177
          5.008	  0.177
          5.010	  0.169
          5.011	  0.169
          5.013	  0.162
          5.014	  0.162
          5.015	  0.154
          5.017	  0.154
          5.018	  0.162
          5.019	  0.169
          5.021	  0.177
          5.022	  0.185
          5.024	  0.185
          5.025	  0.185
          5.026	  0.185
          5.028	  0.192
          5.029	  0.192
          5.031	  0.185
          5.032	  0.192
          5.033	  0.192
          5.035	  0.192
          5.036	  0.192
          5.037	  0.192
          5.039	  0.192
          5.040	  0.185
          5.042	  0.192
          5.043	  0.192
          5.044	  0.192
          5.046	  0.200
          5.047	  0.200
          5.049	  0.200
          5.050	  0.200
          5.051	  0.200
          5.053	  0.192
          5.054	  0.200
          5.056	  0.208
          5.057	  0.192
          5.058	  0.185
          5.060	  0.185
          5.061	  0.177
          5.062	  0.162
          5.064	  0.177
          5.065	  0.177
          5.067	  0.185
          5.068	  0.192
          5.069	  0.192
          5.071	  0.185
          5.072	  0.192
          5.074	  0.192
          5.075	  0.192
          5.076	  0.192
          5.078	  0.200
          5.079	  0.200
          5.081	  0.200
          5.082	  0.192
          5.083	  0.208
          5.085	  0.215
          5.086	  0.208
          5.088	  0.192
          5.089	  0.185
          5.090	  0.185
          5.092	  0.177
          5.093	  0.169
          5.094	  0.162
          5.096	  0.169
          5.097	  0.169
          5.099	  0.177
          5.100	  0.169
          5.101	  0.177
          5.103	  0.185
          5.104	  0.185
          5.106	  0.185
          5.107	  0.185
          5.108	  0.185
          5.110	  0.192
          5.111	  0.192
          5.112	  0.185
          5.114	  0.185
          5.115	  0.192
          5.117	  0.177
          5.118	  0.177
          5.119	  0.185
          5.121	  0.185
          5.122	  0.169
          5.124	  0.162
          5.125	  0.185
          5.126	  0.177
          5.128	  0.177
          5.129	  0.185
          5.131	  0.177
          5.132	  0.177
          5.133	  0.185
          5.135	  0.177
          5.136	  0.169
          5.138	  0.169
          5.139	  0.177
          5.140	  0.185
          5.142	  0.192
          5.143	  0.177
          5.144	  0.177
          5.146	  0.192
          5.147	  0.177
          5.149	  0.162
          5.150	  0.169
          5.151	  0.169
          5.153	  0.162
          5.154	  0.169
          5.156	  0.177
          5.157	  0.185
          5.158	  0.185
          5.160	  0.177
          5.161	  0.177
          5.162	  0.185
          5.164	  0.200
          5.165	  0.200
          5.167	  0.177
          5.168	  0.185
          5.169	  0.185
          5.171	  0.177
          5.172	  0.185
          5.174	  0.192
          5.175	  0.192
          5.176	  0.185
          5.178	  0.185
          5.179	  0.177
          5.181	  0.162
          5.182	  0.169
          5.183	  0.169
          5.185	  0.162
          5.186	  0.177
          5.188	  0.192
          5.189	  0.185
          5.190	  0.185
          5.192	  0.185
          5.193	  0.177
          5.194	  0.185
          5.196	  0.192
          5.197	  0.185
          5.199	  0.177
          5.200	  0.185
          5.201	  0.200
          5.203	  0.185
          5.204	  0.185
          5.206	  0.185
          5.207	  0.177
          5.208	  0.185
          5.210	  0.192
          5.211	  0.177
          5.213	  0.185
          5.214	  0.185
          5.215	  0.185
          5.217	  0.177
          5.218	  0.185
          5.219	  0.185
          5.221	  0.185
          5.222	  0.192
          5.224	  0.192
          5.225	  0.177
          5.226	  0.177
          5.228	  0.177
          5.229	  0.185
          5.231	  0.177
          5.232	  0.192
          5.233	  0.192
          5.235	  0.177
          5.236	  0.177
          5.237	  0.185
          5.239	  0.192
          5.240	  0.192
          5.242	  0.185
          5.243	  0.185
          5.244	  0.192
          5.246	  0.192
          5.247	  0.192
          5.249	  0.177
          5.250	  0.192
          5.251	  0.192
          5.253	  0.185
          5.254	  0.185
          5.256	  0.185
          5.257	  0.185
          5.258	  0.185
          5.260	  0.185
          5.261	  0.185
          5.263	  0.185
          5.264	  0.192
          5.265	  0.200
          5.267	  0.200
          5.268	  0.185
          5.269	  0.185
          5.271	  0.185
          5.272	  0.162
          5.274	  0.162
          5.275	  0.169
          5.276	  0.169
          5.278	  0.162
          5.279	  0.169
          5.281	  0.177
          5.282	  0.177
          5.283	  0.169
          5.285	  0.177
          5.286	  0.177
          5.287	  0.185
          5.289	  0.185
          5.290	  0.177
          5.292	  0.177
          5.293	  0.185
          5.294	  0.185
          5.296	  0.192
          5.297	  0.192
          5.299	  0.185
          5.300	  0.177
          5.301	  0.185
          5.303	  0.177
          5.304	  0.169
          5.306	  0.177
          5.307	  0.177
          5.308	  0.177
          5.310	  0.177
          5.311	  0.177
          5.312	  0.177
          5.314	  0.177
          5.315	  0.185
          5.317	  0.169
          5.318	  0.162
          5.319	  0.162
          5.321	  0.169
          5.322	  0.169
          5.324	  0.177
          5.325	  0.169
          5.326	  0.162
          5.328	  0.162
          5.329	  0.177
          5.331	  0.169
          5.332	  0.169
          5.333	  0.177
          5.335	  0.169
          5.336	  0.169
          5.338	  0.185
          5.339	  0.177
          5.340	  0.177
          5.342	  0.192
          5.343	  0.185
          5.344	  0.185
          5.346	  0.192
          5.347	  0.200
          5.349	  0.200
          5.350	  0.200
          5.351	  0.192
          5.353	  0.185
          5.354	  0.192
          5.356	  0.192
          5.357	  0.192
          5.358	  0.215
          5.360	  0.208
          5.361	  0.208
          5.362	  0.215
          5.364	  0.208
          5.365	  0.208
          5.367	  0.215
          5.368	  0.208
          5.369	  0.192
          5.371	  0.208
          5.372	  0.223
          5.374	  0.208
          5.375	  0.215
          5.376	  0.223
          5.378	  0.223
          5.379	  0.231
          5.381	  0.246
          5.382	  0.246
          5.383	  0.238
          5.385	  0.246
          5.386	  0.238
          5.388	  0.238
          5.389	  0.246
          5.390	  0.231
          5.392	  0.215
          5.393	  0.223
          5.394	  0.223
          5.396	  0.215
          5.397	  0.208
          5.399	  0.215
          5.400	  0.215
          5.401	  0.215
          5.403	  0.208
          5.404	  0.200
          5.406	  0.200
          5.407	  0.192
          5.408	  0.185
          5.410	  0.192
          5.411	  0.185
          5.412	  0.185
          5.414	  0.192
          5.415	  0.177
          5.417	  0.185
          5.418	  0.185
          5.419	  0.185
          5.421	  0.177
          5.422	  0.185
          5.424	  0.185
          5.425	  0.185
          5.426	  0.169
          5.428	  0.154
          5.429	  0.169
          5.431	  0.169
          5.432	  0.162
          5.433	  0.146
          5.435	  0.154
          5.436	  0.154
          5.438	  0.146
          5.439	  0.162
          5.440	  0.162
          5.442	  0.162
          5.443	  0.162
          5.444	  0.154
          5.446	  0.154
          5.447	  0.154
          5.449	  0.154
          5.450	  0.154
          5.451	  0.146
          5.453	  0.138
          5.454	  0.146
          5.456	  0.146
          5.457	  0.146
          5.458	  0.138
          5.460	  0.138
          5.461	  0.146
          5.463	  0.138
          5.464	  0.146
          5.465	  0.146
          5.467	  0.146
          5.468	  0.146
          5.469	  0.138
          5.471	  0.138
          5.472	  0.138
          5.474	  0.138
          5.475	  0.138
          5.476	  0.138
          5.478	  0.146
          5.479	  0.146
          5.481	  0.154
          5.482	  0.154
          5.483	  0.146
          5.485	  0.154
          5.486	  0.146
          5.487	  0.146
          5.489	  0.154
          5.490	  0.162
          5.492	  0.154
          5.493	  0.146
          5.494	  0.146
          5.496	  0.146
          5.497	  0.154
          5.499	  0.154
          5.500	  0.138
          5.501	  0.146
          5.503	  0.154
          5.504	  0.162
          5.506	  0.169
          5.507	  0.169
          5.508	  0.162
          5.510	  0.154
          5.511	  0.154
          5.513	  0.154
          5.514	  0.154
          5.515	  0.162
          5.517	  0.162
          5.518	  0.162
          5.519	  0.169
          5.521	  0.177
          5.522	  0.185
          5.524	  0.192
          5.525	  0.192
          5.526	  0.192
          5.528	  0.200
          5.529	  0.208
          5.531	  0.215
          5.532	  0.215
          5.533	  0.223
          5.535	  0.231
          5.536	  0.231
          5.537	  0.231
          5.539	  0.238
          5.540	  0.231
          5.542	  0.231
          5.543	  0.238
          5.544	  0.238
          5.546	  0.262
          5.547	  0.300
          5.549	  0.331
          5.550	  0.362
          5.551	  0.400
          5.553	  0.408
          5.554	  0.415
          5.556	  0.415
          5.557	  0.385
          5.558	  0.369
          5.560	  0.369
          5.561	  0.338
          5.562	  0.323
          5.564	  0.315
          5.565	  0.292
          5.567	  0.254
          5.568	  0.231
          5.569	  0.215
          5.571	  0.185
          5.572	  0.154
          5.574	  0.131
          5.575	  0.115
          5.576	  0.115
          5.578	  0.108
          5.579	  0.092
          5.581	  0.077
          5.582	  0.054
          5.583	  0.054
          5.585	  0.054
          5.586	  0.077
          5.588	  0.092
          5.589	  0.100
          5.590	  0.100
          5.592	  0.115
          5.593	  0.115
          5.594	  0.115
          5.596	  0.108
          5.597	  0.123
          5.599	  0.123
          5.600	  0.123
          5.601	  0.108
          5.603	  0.092
          5.604	  0.100
          5.606	  0.108
          5.607	  0.115
          5.608	  0.123
          5.610	  0.138
          5.611	  0.146
          5.612	  0.154
          5.614	  0.162
          5.615	  0.154
          5.617	  0.162
          5.618	  0.154
          5.619	  0.162
          5.621	  0.146
          5.622	  0.162
          5.624	  0.162
          5.625	  0.154
          5.626	  0.162
          5.628	  0.169
          5.629	  0.177
          5.631	  0.162
          5.632	  0.169
          5.633	  0.177
          5.635	  0.169
          5.636	  0.169
          5.638	  0.185
          5.639	  0.162
          5.640	  0.169
          5.642	  0.177
          5.643	  0.177
          5.644	  0.169
          5.646	  0.185
          5.647	  0.185
          5.649	  0.177
          5.650	  0.192
          5.651	  0.177
          5.653	  0.177
          5.654	  0.185
          5.656	  0.185
          5.657	  0.177
          5.658	  0.177
          5.660	  0.169
          5.661	  0.162
          5.662	  0.162
          5.664	  0.162
          5.665	  0.154
          5.667	  0.162
          5.668	  0.169
          5.669	  0.177
          5.671	  0.185
          5.672	  0.192
          5.674	  0.192
          5.675	  0.185
          5.676	  0.169
          5.678	  0.162
          5.679	  0.169
          5.681	  0.177
          5.682	  0.177
          5.683	  0.177
          5.685	  0.169
          5.686	  0.169
          5.688	  0.162
          5.689	  0.169
          5.690	  0.185
          5.692	  0.169
          5.693	  0.162
          5.694	  0.169
          5.696	  0.177
          5.697	  0.177
          5.699	  0.185
          5.700	  0.185
          5.701	  0.177
          5.703	  0.185
          5.704	  0.192
          5.706	  0.185
          5.707	  0.185
          5.708	  0.185
          5.710	  0.185
          5.711	  0.185
          5.713	  0.192
          5.714	  0.192
          5.715	  0.169
          5.717	  0.185
          5.718	  0.185
          5.719	  0.177
          5.721	  0.169
          5.722	  0.169
          5.724	  0.169
          5.725	  0.162
          5.726	  0.162
          5.728	  0.162
          5.729	  0.154
          5.731	  0.162
          5.732	  0.162
          5.733	  0.162
          5.735	  0.162
          5.736	  0.169
          5.737	  0.169
          5.739	  0.177
          5.740	  0.185
          5.742	  0.192
          5.743	  0.177
          5.744	  0.169
          5.746	  0.177
          5.747	  0.177
          5.749	  0.169
          5.750	  0.162
          5.751	  0.154
          5.753	  0.154
          5.754	  0.154
          5.756	  0.154
          5.757	  0.162
          5.758	  0.154
          5.760	  0.154
          5.761	  0.162
          5.763	  0.169
          5.764	  0.177
          5.765	  0.169
          5.767	  0.169
          5.768	  0.169
          5.769	  0.177
          5.771	  0.177
          5.772	  0.185
          5.774	  0.169
          5.775	  0.169
          5.776	  0.162
          5.778	  0.162
          5.779	  0.162
          5.781	  0.169
          5.782	  0.162
          5.783	  0.169
          5.785	  0.162
          5.786	  0.169
          5.787	  0.169
          5.789	  0.169
          5.790	  0.177
          5.792	  0.185
          5.793	  0.185
          5.794	  0.185
          5.796	  0.177
          5.797	  0.192
          5.799	  0.185
          5.800	  0.177
